# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8760fd1               [k] 0xffffffffa93c443b                2                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa876e012               [k] 0xffffffffa87e13d0                4                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa876e698               [k] 0xffffffffa88b3330                22                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa876e698               [.] 0xffffffffa88b3330                21                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa876e698               [.] 0xffffffffa88b3330                20                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa876e6ab               [.] 0xffffffffa876e790                7                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8770fd9               [k] 0xffffffffa8c53970                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87767e5               [k] 0xffffffffa8775bd0                5                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa87e147a               [k] 0xffffffffa876e017                1                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8895092               [k] 0xffffffffa88a10ca                1                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                24                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88968b0               [k] 0xffffffffa88a2a19                1                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889cd87               [k] 0xffffffffa88a10a9                10                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0ed3               [k] 0xffffffffa88a146f                28                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0ed3               [k] 0xffffffffa88a146f                6                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a10c8               [k] 0xffffffffa8895090                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                9                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a149a               [k] 0xffffffffa8c9e160                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1724               [k] 0xffffffffa8896960                14                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1744               [k] 0xffffffffa8896960                6                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1744               [k] 0xffffffffa8896960                2                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1978               [k] 0xffffffffa88a29d3                5                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b2da6               [.] 0xffffffffa8cac970                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3397               [.] 0xffffffffa876e69d                54                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8c100ec               [.] 0xffffffffa876e67c                31                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c5399c               [k] 0xffffffffa8cabf40                21                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9b5bb               [k] 0xffffffffa8684b81                26                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db33a3               [k] 0xffffffffa8db606a                3                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db6089               [k] 0xffffffffa8db5880                9                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb895               [k] 0xffffffffa93b91ce                8                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb8fa               [k] 0xffffffffa876df70                52                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb972               [k] 0xffffffffa876e6f0                55                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb980               [.] 0xffffffffa93b9480                500               
     0.08%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb986               [.] 0xffffffffa93b74e9                4                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c4ae5               [k] 0xffffffffa8764760                4                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c4af1               [k] 0xffffffffa93c91ea                13                
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c4af1               [k] 0xffffffffa93c91ea                2                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c4af1               [k] 0xffffffffa93c91ea                1                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c91d1               [k] 0xffffffffa93c4910                9                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c91fb               [k] 0xffffffffa8775920                2                 
     0.08%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c91fb               [k] 0xffffffffa8775920                1                 
     0.08%  memcached    libevent-2.1.so.7.0.1  [.] event_base_loop                  [.] event_active_nolock_@plt          2                 
     0.08%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000001c702               [.] event_base_loop                   6                 
     0.08%  memcached    libc.so.6              [k] 0x00000000000857d6               [k] epoll_wait                        38                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8606860               [k] 0xffffffffa8649d70                6                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8609ee7               [k] 0xffffffffa88a06ca                16                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8609ef9               [k] 0xffffffffa8649c60                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8609f41               [k] 0xffffffffa8649cb0                5                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa860f176               [k] 0xffffffffa8610bcc                8                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610b59               [k] 0xffffffffa868a850                17                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610b6f               [k] 0xffffffffa860685d                16                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610bc7               [k] 0xffffffffa860f100                16                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86172e3               [k] 0xffffffffa8617e39                3                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8617e3a               [k] 0xffffffffa860f12d                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426ba               [k] 0xffffffffa8649d70                4                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426d7               [k] 0xffffffffa8649d70                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2               [k] 0xffffffffa8649d79                37                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8649ca8               [k] 0xffffffffa8609efe                4                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8649cb0               [k] 0xffffffffa8609f46                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8649cb0               [k] 0xffffffffa8609f46                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8684b85               [k] 0xffffffffa86426cf                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa868a87b               [k] 0xffffffffa8696e90                32                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86969c3               [k] 0xffffffffa869dd1f                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8696d0e               [k] 0xffffffffa8610afa                105               
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869d9a3               [k] 0xffffffffa869dd14                15                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869dd24               [k] 0xffffffffa86a3750                10                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86a382b               [k] 0xffffffffa86a375e                475               
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86fcd03               [k] 0xffffffffa86fcf6e                3                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709357               [k] 0xffffffffa8609ef1                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a557               [k] 0xffffffffa8712c4f                5                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712c63               [k] 0xffffffffa8716353                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa871634e               [k] 0xffffffffa8712be0                4                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87163f3               [k] 0xffffffffa8712f20                11                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa88a06d3                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa875eaca               [k] 0xffffffffa89bcce6                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa876dfd8               [k] 0xffffffffa93bb8ff                30                
     0.08%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e6ab               [.] 0xffffffffa876e790                8                 
     0.08%  memcached    [kernel.kallsyms]      [.] 0xffffffffa876e781               [.] 0xffffffffa864c950                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889b7ba               [k] 0xffffffffa88a84a4                16                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa889cd87               [k] 0xffffffffa88a10a9                44                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06ce               [k] 0xffffffffa875eac0                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a06ea               [k] 0xffffffffa88a0e06                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a0e09               [k] 0xffffffffa889ccf6                4                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a10c8               [k] 0xffffffffa8895090                4                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a15ac               [k] 0xffffffffa88a1830                23                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa88a2a17               [k] 0xffffffffa88968b0                65                
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89bccf8               [k] 0xffffffffa89bcdf9                2                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89bce03               [k] 0xffffffffa89bce63                1                 
     0.08%  memcached    [kernel.kallsyms]      [k] 0xffffffffa89bce64               [k] 0xffffffffa89f5891                1                 
